question,answer_llm,answer_orig,document
"Does the free course include office hours, or is that only part of the optional community support?","The free course content does **not** include regular office hours by default. Office hours are part of the **optional paid community support** (AI Shipping Labs), which includes regular Zoom office hours and additional structure.","There are no separate live sessions for every module by default. Module materials are pre-recorded and available in the course repo.

Live sessions are announced separately when they happen. If you are stuck, ask your question in Slack and follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).

Optional extra support is available through [AI Shipping Labs](https://datatalks.club/docs/courses/llm-zoomcamp/ai-shipping-labs/), a paid community that includes regular Zoom office hours and additional structure. This is optional; the DataTalks.Club course content remains free.",d65e05bd7a
Can I count my Bluesky posts toward learning in public credits for the course?,Yes. Bluesky posts can be used for learning in public credits for the course.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Are Bluesky posts accepted as part of the learning in public requirement?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
"If I share course progress on Bluesky, does that qualify for learning in public credits?",Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Is Bluesky one of the platforms I can use to earn learning in public credit?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
Do Bluesky updates about the course count for the public learning credits?,Yes. Bluesky posts can be used for learning in public credits.,Yes. Bluesky posts can be used for learning in public credits.,dbf5369006
What’s the Telegram channel for LLM Zoomcamp?,The Telegram channel for LLM Zoomcamp is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Can you share the link to the course Telegram group?,The course Telegram channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Where do I find the LLM Zoomcamp Telegram channel for announcements?,The LLM Zoomcamp Telegram channel is: https://t.me/llm_zoomcamp,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
"Is there a Telegram channel for LLM Zoomcamp, and what is it used for?","Yes. The Telegram channel for LLM Zoomcamp is https://t.me/llm_zoomcamp.

It is used for announcements. For technical discussion and questions, use the course Slack channel.","The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Should I ask technical questions in the Telegram channel or somewhere else?,Use the course Slack channel for technical discussion and questions. The Telegram channel is for announcements.,"The Telegram channel is [https://t.me/llm_zoomcamp](https://t.me/llm_zoomcamp).

Use it for announcements. For technical discussion and questions, use the course Slack channel.",054f3fd58f
Why does my FAQ dataset have a different number of records than the one shown in the videos?,"The FAQ dataset is live and changes over time. New questions get added and old ones may be deleted, so the record count can differ from what you see in the videos. The videos were recorded in May 2026, so the dataset size may no longer match exactly.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
"Is the FAQ data supposed to stay the same, or can it change after the course videos were recorded?","The FAQ data can change after the videos were recorded. It’s loaded from a live dataset, so new questions may be added and old ones deleted over time. The videos were recorded in May 2026, which is why the record count may not match.","We load the data from the live FAQ dataset, which changes over time: new questions are added and old ones are deleted. The videos were recorded in May 2026, so by the time you run the code the count is different from what you see in the videos.",e2d595f23c
